MRUN,ANYO_PROCESO,COD_SEXO,FECHA_NACIMIENTO,RBD,CODIGO_ENS,LOCAL_EDUCACIONAL,UNIDAD_EDUCATIVA,NOMBRE_UNIDAD_EDUC,RAMA_EDUCACIONAL,DEPENDENCIA,CODIGO_REGION_EGRESO,NOMBRE_REGION_EGRESO,CODIGO_PROVINCIA_EGRESO,NOMBRE_PROVINCIA_EGRESO,CODIGO_COMUNA_EGRESO,NOMBRE_COMUNA_EGRESO,ANYO_DE_EGRESO,PROMEDIO_NOTAS,PTJE_NEM,PORC_SUP_NOTAS,PTJE_RANKING,CLEC_REG_ACTUAL,MATE1_REG_ACTUAL,MATE2_REG_ACTUAL,HCSOC_REG_ACTUAL,CIEN_REG_ACTUAL,CLEC_INV_ACTUAL,MATE1_INV_ACTUAL,MATE2_INV_ACTUAL,HCSOC_INV_ACTUAL,CIEN_INV_ACTUAL,CLEC_REG_ANTERIOR,MATE1_REG_ANTERIOR,MATE2_REG_ANTERIOR,HCSOC_REG_ANTERIOR,CIEN_REG_ANTERIOR,CLEC_INV_ANTERIOR,MATE_INV_ANTERIOR,HCSOC_INV_ANTERIOR,CIEN_INV_ANTERIOR,PROMEDIO_CM_MAX,CLEC_MAX,MATE1_MAX,MATE2_MAX,HCSOC_MAX,CIEN_MAX,RINDIO_PROCESO_ANTERIOR,RINDIO_PROCESO_ACTUAL,HABILITACION_POST,PRUEBA_REG_CL,FORMA_REG_CL,CORRECTAS_REG_CL,ERRADAS_REG_CL,OMITIDAS_REG_CL,PRUEBA_REG_M1,FORMA_REG_M1,CORRECTAS_REG_M1,ERRADAS_REG_M1,OMITIDAS_REG_M1,PRUEBA_REG_M2,FORMA_REG_M2,CORRECTAS_REG_M2,ERRADAS_REG_M2,OMITIDAS_REG_M2,PRUEBA_REG_HCS,FORMA_REG_HCS,CORRECTAS_REG_HCS,ERRADAS_REG_HCS,OMITIDAS_REG_HCS,PRUEBA_REG_CBIO,FORMA_REG_CBIO,CORRECTAS_REG_CBIO,ERRADAS_REG_CBIO,OMITIDAS_REG_CBIO,PRUEBA_REG_CFIS,FORMA_REG_CFIS,CORRECTAS_REG_CFIS,ERRADAS_REG_CFIS,OMITIDAS_REG_CFIS,PRUEBA_REG_CQUI,FORMA_REG_CQUI,CORRECTAS_REG_CQUI,ERRADAS_REG_CQUI,OMITIDAS_REG_CQUI,PRUEBA_REG_CTP,FORMA_REG_CTP,CORRECTAS_REG_CTP,ERRADAS_REG_CTP,OMITIDAS_REG_CTP,PRUEBA_INV_CL,FORMA_INV_CL,CORRECTAS_INV_CL,ERRADAS_INV_CL,OMITIDAS_INV_CL,PRUEBA_INV_M1,FORMA_INV_M1,CORRECTAS_INV_M1,ERRADAS_INV_M1,OMITIDAS_INV_M1,PRUEBA_INV_M2,FORMA_INV_M2,CORRECTAS_INV_M2,ERRADAS_INV_M2,OMITIDAS_INV_M2,PRUEBA_INV_HCS,FORMA_INV_HCS,CORRECTAS_INV_HCS,ERRADAS_INV_HCS,OMITIDAS_INV_HCS,PRUEBA_INV_CBIO,FORMA_INV_CBIO,CORRECTAS_INV_CBIO,ERRADAS_INV_CBIO,OMITIDAS_INV_CBIO,PRUEBA_INV_CFIS,FORMA_INV_CFIS,CORRECTAS_INV_CFIS,ERRADAS_INV_CFIS,OMITIDAS_INV_CFIS,PRUEBA_INV_CQUI,FORMA_INV_CQUI,CORRECTAS_INV_CQUI,ERRADAS_INV_CQUI,OMITIDAS_INV_CQUI,PRUEBA_INV_CTP,FORMA_INV_CTP,CORRECTAS_INV_CTP,ERRADAS_INV_CTP,OMITIDAS_INV_CTP
6160406,2024,2,196401,9077,310,924,1,COMPLEJO EDUC.MUN. BRIGIDA  WALKER.,H1,1,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13120,ÑUÑOA,1981,"6,5",856,10,946,711,0,0,739,0, , , , , , , , , , , , , , ,0,711,0,0,739,0,0,1,3,Competencia Lectora.,104,45,15,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,48,12,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
7259152,2024,2,196706,24474,360,971,4,FUNDACION DUOC,H2,4,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,1995,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
9774983,2024,1,194201,14492,363,2323,1,CENTRO EDUCACIÓN ADULTOS PEDRO DE VALDIVIA,H2,3,5,REGION DE VALPARAISO,56,SAN ANTONIO,5601,SAN ANTONIO,2023,0,0,0,0,484,513,0,520,0, , , , , , , , , , , , , , ,"498,5",484,513,0,520,0,0,1,1,Competencia Lectora.,104,25,34,1,Competencia Matemática 1.,113,24,36,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,30,30,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
1085674,2024,2,194409, , , , , , , , , , , , , ,1961,"4,7",324,90,324,679,797,393,0,722, , , , , , , , , , , , , , ,738,679,797,393,0,722,0,1,1,Competencia Lectora.,106,42,18,0,Competencia Matemática 1.,114,49,11,0,Competencia Matemática 2.,194,12,38,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,173,59,15,1,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
18615634,2024,2,194502,4553,300,1647,7,LICEO DE NIÑAS,H1,6,8,REGION DEL BIOBIO,81,CONCEPCION,8101,CONCEPCION,1962,"5,1",451,70,453,597,498,0,647,0, , , , , , , , , , , , , , ,"547,5",597,498,0,647,0,0,1,1,Competencia Lectora.,103,36,24,0,Competencia Matemática 1.,115,22,38,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,41,19,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
15103579,2024,2,194608,5879,363,1781,2,LICEO ISABEL POBLETE V.,H2,2,9,REGION DE LA ARAUCANIA,91,CAUTIN,9113,PERQUENCO,2009,"6,35",816,10,899,491,436,0,373,0, , , , , , , , , , , , , , ,"463,5",491,436,0,373,0,0,1,1,Competencia Lectora.,104,26,33,1,Competencia Matemática 1.,116,17,43,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,16,44,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
2758290,2024,2,194609, , , , , ,H3, ,5,REGION DE VALPARAISO,51,VALPARAISO, , ,2022,"5,45",563,40,623,491,585,0,445,0, , , , , , , , , , , , , , ,538,491,585,0,445,0,0,1,1,Competencia Lectora.,104,26,33,1,Competencia Matemática 1.,113,30,30,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,22,38,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
7163203,2024,2,194711,41295,363,6927,1,ESCUELA DEL CARIÑO IX,H2,3,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13130,SAN MIGUEL,2023,"5,45",563,70,576,364,424,0,405,0, , , , , , , , , , , , , , ,394,364,424,0,405,0,0,1,3,Competencia Lectora.,103,15,45,0,Competencia Matemática 1.,116,16,44,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,19,40,1,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
16114727,2024,2,194911, , , , , ,H3, ,8,REGION DEL BIOBIO,83,BIOBIO, , ,2007,"4,5",259,100,260,302,264,0,0,376, , , , , , , , , , , , , , ,283,302,264,0,0,376,0,1,3,Competencia Lectora.,103,11,49,0,Competencia Matemática 1.,114,5,11,44,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,154,17,51,7,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
3552362,2024,2,195004,2961,363,3627,5,LICEO TECNICO PROFESIONAL AULAS DE ESPERANZA DE TALCA,H2,2,7,REGION DEL MAULE,71,TALCA,7101,TALCA,2023,"6,5",859,10,1000,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
6548554,2024,2,195005,25514,363,2665,1,INSTITUTO DE EDUCACION DE ADULTOS MACUL,H2,6,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13118,MACUL,2023,"6,1",745,10,769,584,498,0,654,0, , , , , , , , , , , , , , ,541,584,498,0,654,0,0,1,1,Competencia Lectora.,104,34,26,0,Competencia Matemática 1.,114,22,38,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,41,19,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
19087376,2024,2,195009,25235,363,2446,1,LICEO DE ADULTOS POETA VICENTE HUIDOBRO,H2,2,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13125,QUILICURA,2023,0,0,50,0,510,478,0,540,0, , , , , , , , , , , , , , ,494,510,478,0,540,0,0,1,1,Competencia Lectora.,106,28,32,0,Competencia Matemática 1.,113,20,40,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,31,29,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
2824489,2024,2,195010,11811,363,3527,1,LICEO SANTA MARIA EUFRASIA,H2,6,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13129,SAN JOAQUIN,2023,0,0,0,0,0,0,0,0,0, , , , , ,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
764617,2024,1,195010,14389,363,2188,1,COLEGIO JUAN LUIS VIVES,H2,3,5,REGION DE VALPARAISO,51,VALPARAISO,5101,VALPARAISO,2023,"5,9",689,20,708,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
14080890,2024,1,195010,8499,300,1031,5,INTERNADO NACIONAL BARROS ARANA,H1,2,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,1967,"5,23",493,10,501, , , , , ,697,711,0,797,631,701,601,428,735,676,747,452,814,655,729,747,711,452,814,676,1,2,1,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,102,43,17,0,Competencia Matemática 1.,111,43,8,9,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",122,53,7,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,172,48,26,1,Ciencias Técnico Profesional.,0,0,0,0
6543009,2024,1,195104,14946,763,4152,1,LICEO TEC. PROFESIONAL DE ADULTOS DE LIMACHE,T4,3,5,REGION DE VALPARAISO,58,MARGA MARGA,5802,LIMACHE,2023,"6,63",895,10,1000,510,549,0,502,0, , , , , , , , , , , , , , ,"529,5",510,549,0,502,0,0,1,1,Competencia Lectora.,104,28,32,0,Competencia Matemática 1.,116,27,33,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,28,32,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
5605954,2024,2,195106,8430,363,1967,3,LICEO POLIVALENTE SARA BRAUN,H2,6,12,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,121,MAGALLANES,12101,PUNTA ARENAS,2023,"6,55",873,10,923,563,489,0,474,413, , , , , , , , , , , , , , ,526,563,489,0,474,413,0,1,1,Competencia Lectora.,105,32,28,0,Competencia Matemática 1.,115,21,38,1,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,24,36,0,Ciencias Biología.,153,21,54,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
21318043,2024,2,195107,20469,363,6517,1,CENTRO DE EDUCACION INTEGRAL DE ADULTOS PAIHUEN DE VICUÑA,H2,3,4,REGION DE COQUIMBO,41,ELQUI,4106,VICUÑA,2023,"6,7",915,10,934,519,523,0,495,0, , , , , , , , , , , , , , ,521,519,523,0,495,0,0,1,1,Competencia Lectora.,105,29,31,0,Competencia Matemática 1.,113,25,35,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,27,33,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
17365246,2024,2,195109,31039,363,3964,1,COLEGIO DE ADULTOS ALTAZOL DE SANTIAGO,H2,3,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13101,SANTIAGO,2023,"6,55",873,10,925,375,392,0,388,0, , , , , , , , , , , , , , ,"383,5",375,392,0,388,0,0,1,2,Competencia Lectora.,103,16,44,0,Competencia Matemática 1.,113,13,46,1,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",123,17,40,3,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
2917370,2024,1,195202, , , , , , , , , , , , , ,2023,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
22511698,2024,2,195202,40352,363,4163,3,LICEO TEC.PROFESIONAL PEDRO AGUIRRE CERDA,H2,2,5,REGION DE VALPARAISO,53,LOS ANDES,5302,CALLE LARGA,2023,"6,55",873,20,916,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
24467699,2024,2,195206, , , , , , , , , , , , , ,1985,"6,13",751,10,836,641,0,0,0,0,575,478,0,0,0,574,374,0,628,0, , , , ,"559,5",641,478,0,628,0,1,3,1,Competencia Lectora.,104,39,21,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,102,32,26,2,Competencia Matemática 1.,111,20,15,25,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
24367835,2024,2,195206,9690,363,643,2,CENTRO DUC.CARDENAL JOSE MARIA CARO,H2,2,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13116,LO ESPEJO,2023,"6,55",873,20,913,394,450,0,393,0, , , , , , , , , , , , , , ,422,394,450,0,393,0,0,1,3,Competencia Lectora.,103,18,39,3,Competencia Matemática 1.,113,18,39,3,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,18,41,1,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
15995600,2024,2,195207,20214,363,3451,1,COLEGIO DE EDUC. DE ADULTOS ANDES,H2,3,9,REGION DE LA ARAUCANIA,91,CAUTIN,9101,TEMUCO,2023,"5,7",632,40,632,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
11787794,2024,2,195209,2101,363,3680,1,COLEGIO BASICO LORENZO BAEZA VEGA,H2,2,5,REGION DE VALPARAISO,52,ISLA DE PASCUA,5201,ISLA DE PASCUA,2023,"6,75",929,20,1000,0,0,0,0,0, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,3,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
9300444,2024,2,195210,31287,363,4097,1,ESCUELA DEL CARIÑO RICARDO NAVIA,H2,3,13,REGION METROPOLITANA DE SANTIAGO,131,SANTIAGO,13106,ESTACION CENTRAL,2023,"6,7",915,10,1000,405,498,0,438,0, , , , , , , , , , , , , , ,"451,5",405,498,0,438,0,0,1,2,Competencia Lectora.,105,19,41,0,Competencia Matemática 1.,116,22,38,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",124,22,38,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0,Competencia Lectora.,0,0,0,0,Competencia Matemática 1.,0,0,0,0,Competencia Matemática 2.,0,0,0,0,"Historia, y Cs. Sociales.",0,0,0,0,Ciencias Biología.,0,0,0,0,Ciencias Física.,0,0,0,0,Ciencias Química.,0,0,0,0,Ciencias Técnico Profesional.,0,0,0,0
